REMARK SeriesTab Input: test.tab Output: parkin_mq.tab
REMARK Mode: Maximum Dimensions: 2
REMARK Input Region:    X +/- 2 X-ZF: 5
REMARK Analysis Region: X +/- 2
REMARK Input Region:    Y +/- 2 Y-ZF: 5
REMARK Analysis Region: Y +/- 2

VARS   INDEX X_AXIS Y_AXIS DX DY X_PPM Y_PPM X_HZ Y_HZ XW YW XW_HZ YW_HZ X1 X3 Y1 Y3 HEIGHT DHEIGHT VOL PCHI2 TYPE ASS CLUSTID MEMCNT Z_A0 Z_A1 Z_A2 Z_A3 Z_A4 Z_A5 Z_A6 Z_A7 Z_A8 Z_A9
FORMAT %5d %9.3f %9.3f %6.3f %6.3f %8.3f %8.3f %9.3f %9.3f %7.3f %7.3f %8.3f %8.3f %4d %4d %4d %4d %+e %+e %+e %.5f %d %s %4d %4d %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f

NULLVALUE -666
NULLSTRING *

   21   210.572   128.694  0.226  0.325    0.999   28.612   799.217  5757.092   5.674   6.392   21.645   50.262  207  215  124  134 +1.115746e+11 +1.452716e+09 +1.068820e+11 0.00000 1 s87   14    6  1.0000  0.9608  0.8170  0.7249  0.5387  0.3176  0.2425  0.1572  0.2673  0.7992
   22   314.392   129.188  0.246  0.217    0.504   28.593   403.174  5753.214   5.463   5.364   20.842   42.178  311  318  126  133 +7.736481e+10 +1.386282e+09 +7.638634e+10 0.00000 1 s94   15    2  1.0000  0.9525  0.9779  0.8360  0.6764  0.5002  0.3786  0.2043  0.3277  0.9462
   23   282.919   130.945  0.696  0.464    0.654   28.524   523.235  5739.397   6.395   5.164   24.394   40.607  280  285  129  133 +3.129342e+10 +1.364632e+09 +3.127620e+10 0.00000 1 s91   18    1  1.0000  1.0410  1.1057  1.0898  0.7240  0.5760  0.5418  0.2831  0.5857  1.2508
   26   234.356   135.247  0.177  0.183    0.885   28.356   708.487  5705.572   5.406   5.591   20.623   43.963  230  238  131  139 +1.028558e+11 +1.388985e+09 +1.015766e+11 0.00000 1 s89   14    6  1.0000  0.9808  0.8196  0.7410  0.5648  0.3474  0.3318  0.1826  0.2931  0.8687
   27   265.751   148.881  0.496  0.393    0.736   27.823   588.726  5598.365   5.588   5.049   21.318   39.703  263  268  147  151 +3.628244e+10 +1.377202e+09 +3.609856e+10 0.00000 1 s75   20    1  1.0000  0.7978  0.6598  0.4810  0.3243  0.2507  0.2384  0.1550  0.3146  0.7496
   28   384.955   149.129  1.048  0.990    0.167   27.813   133.997  5596.421   6.329   6.011   24.144   47.263  383  386  148  150 +2.011227e+10 +1.356971e+09 +2.009181e+10 0.00002 1 s95   21    1  1.0000  1.0193  1.3378  1.6397  1.6383  1.5602  1.3727  0.9900  1.3482  1.2809
   29   134.534   150.695  0.717  0.570    1.361   27.752  1089.279  5584.109   5.620   5.224   21.439   41.074  132  137  149  153 +3.010910e+10 +1.397725e+09 +2.949973e+10 0.00000 1 s78   22    1  1.0000  0.8845  1.2513  1.2331  1.1534  1.1426  0.6820  0.7278  0.8649  1.2211
   30   208.623   151.786  0.637  0.375    1.008   27.709   806.650  5575.531   5.911   4.705   22.549   36.994  206  211  150  154 +3.487015e+10 +1.393125e+09 +3.444643e+10 0.00000 1 s76   23    1  1.0000  0.9173  1.0640  0.9605  0.8995  0.5140  0.5096  0.2667  0.4549  0.9569
   31   282.112   154.741  0.233  0.248    0.658   27.594   526.311  5552.294   5.418   5.341   20.667   41.993  279  286  151  158 +6.904321e+10 +1.389087e+09 +6.865981e+10 0.00000 1 s74   24    1  1.0000  1.0026  0.9803  0.8007  0.7061  0.4537  0.2959  0.2423  0.2858  0.9633
   33   247.605   160.962  1.043  0.459    0.822   27.351   657.945  5503.381   5.799   4.432   22.123   34.850  246  249  160  162 +2.589840e+10 +1.484942e+09 +2.533045e+10 0.00000 1 s64   26    2  1.0000  1.1524  1.2052  0.8533  0.4890  0.2357  0.3637  0.2860  0.1976  0.9892
   35   319.045   163.258  0.667  0.331    0.482   27.261   385.424  5485.324   7.426   4.972   28.329   39.093  315  324  161  166 +4.384249e+10 +1.361596e+09 +4.360288e+10 0.00000 1 s73   28    1  1.0000  1.1344  1.2760  1.4238  1.4039  0.9581  0.8387  0.6284  0.6137  1.3237
   37   250.126   165.424  0.485  0.944    0.810   27.177   648.327  5468.298   4.770   6.037   18.197   47.466  249  252  164  167 +2.683066e+10 +1.434414e+09 +2.653027e+10 0.00000 1 s65   26    2  1.0000  0.9459  0.9427  0.8110  0.5163 -0.1461  0.3824  0.2855  0.3468  0.7275
   38   202.435   167.800  0.209  0.192    1.038   27.084   830.257  5449.614   5.407   5.484   20.625   43.124  199  206  164  172 +9.194906e+10 +1.386437e+09 +9.052720e+10 0.00000 1 s61   30    1  1.0000  0.9473  0.9845  0.9023  0.8288  0.5688  0.4510  0.3290  0.4634  1.0231
   39   222.645   167.219  0.675  2.399    0.941   27.106   753.162  5454.178   4.897   7.724   18.680   60.729  221  224  165  169 +2.348143e+10 +1.450391e+09 +2.277392e+10 0.00000 1 s62   27    2  1.0000  0.7809  0.7259  0.7622  0.3809  0.2296  0.3882  0.2504  0.4229  0.8503
   40   363.494   168.352  0.620  0.693    0.270   27.062   215.866  5445.271   6.518   7.175   24.864   56.413  360  367  165  173 +4.714217e+10 +1.363349e+09 +4.635654e+10 0.00000 1 s71   31    2  1.0000  1.0446  0.8897  1.0221  0.8444  0.5076  0.4223  0.3207  0.6087  1.0700
   42   256.869   175.320  0.337  0.557    0.778   26.790   622.606  5390.486   4.806   5.811   18.333   45.690  255  259  173  178 +3.841736e+10 +1.408733e+09 +3.812921e+10 0.00000 1 s56   33    1  1.0000  0.8094  0.7552  0.6454  0.3879  0.3527  0.1853  0.2395  0.3417  0.8571
   43   360.219   174.660  0.255  0.255    0.285   26.816   228.356  5395.671   5.655   5.394   21.573   42.416  357  364  171  178 +7.212696e+10 +1.386646e+09 +7.134464e+10 0.00000 1 s72   31    2  1.0000  0.9953  0.9920  1.0787  0.9399  0.6142  0.4419  0.3419  0.5470  1.0677
   44   109.474   176.257  0.297  0.312    1.481   26.753  1184.872  5383.115   5.600   6.076   21.362   47.777  106  113  172  180 +7.173361e+10 +1.385948e+09 +7.046137e+10 0.00000 1 s22   34    1  1.0000  1.0312  0.9786  0.8780  0.7181  0.5169  0.4473  0.2560  0.4238  0.9957
   45   208.342   176.695  0.497  0.757    1.009   26.736   807.723  5379.672   5.505   6.761   21.001   53.161  206  211  173  180 +3.701345e+10 +1.366261e+09 +3.658207e+10 0.00000 1 s60   35    1  1.0000  1.2188  1.2400  1.3348  1.1168  0.7476  0.6490  0.3676  0.5918  1.1472
   47   130.227   178.879  0.278  0.249    1.382   26.651  1105.707  5362.500   5.921   5.649   22.587   44.420  126  134  175  182 +7.120823e+10 +1.365243e+09 +7.093425e+10 0.00000 1 s23   37    1  1.0000  1.0004  0.8689  0.9277  0.6152  0.5131  0.3099  0.2074  0.3885  0.9628
   48   246.018   180.675  0.552  1.642    0.830   26.581   664.001  5348.376   5.943   9.493   22.670   74.646  243  249  176  188 +3.344959e+10 +1.347978e+09 +3.337073e+10 0.00000 1 s59   38   27  1.0000  1.2413  1.3869  1.2983  1.2927  1.0639  0.7768  0.6057  0.7445  1.1733
